sector_name,subsector_name,series_id,series_name,year,country_name,country_value,income_group_name,income_group_average,subregion_name,region_name,region_average
Trade and Investment,Commodity,6311,Ores and metals exports (percentage of merchandise exports),2016,Guinea,25.824159,Lower Middle Income Country (World Bank Classification),9.72485653333333333333333,West Africa,Sub-Saharan Africa,11.9204996923076923076923
Hunger and Food Security,Food Production,6325,Food exports (percentage of merchandise exports),2006,Guinea,10.966702,Lower Middle Income Country (World Bank Classification),26.71217303,West Africa,Sub-Saharan Africa,36.218411454545454545454545454545
Hunger and Food Security,Food Production,6325,Food exports (percentage of merchandise exports),2007,Guinea,3.255028,Lower Middle Income Country (World Bank Classification),24.981932953488372093023255813953,West Africa,Sub-Saharan Africa,29.272562657894736842105263157895
Hunger and Food Security,Food Production,6325,Food exports (percentage of merchandise exports),2008,Guinea,1.692749,Lower Middle Income Country (World Bank Classification),25.642686025641025641025641025641,West Africa,Sub-Saharan Africa,31.12012172972972972972972972973
Hunger and Food Security,Food Production,6325,Food exports (percentage of merchandise exports),2013,Guinea,1.811437,Lower Middle Income Country (World Bank Classification),25.583802847826086956521739130435,West Africa,Sub-Saharan Africa,33.617555194444444444444444444444
Hunger and Food Security,Food Production,6325,Food exports (percentage of merchandise exports),2014,Guinea,3.361904,Lower Middle Income Country (World Bank Classification),26.026399348837209302325581395349,West Africa,Sub-Saharan Africa,32.647092111111111111111111111111
Hunger and Food Security,Food Production,6325,Food exports (percentage of merchandise exports),2015,Guinea,4.503639,Lower Middle Income Country (World Bank Classification),27.106900488888888888888888888889,West Africa,Sub-Saharan Africa,36.945919
Hunger and Food Security,Food Production,6325,Food exports (percentage of merchandise exports),2016,Guinea,4.325901,Lower Middle Income Country (World Bank Classification),27.9643886666666666666667,West Africa,Sub-Saharan Africa,37.551793102564102564102564102564
Trade and Investment,Commodity,6325,Food exports (percentage of merchandise exports),2006,Guinea,10.966702,Lower Middle Income Country (World Bank Classification),26.71217303,West Africa,Sub-Saharan Africa,36.218411454545454545454545454545
Trade and Investment,Commodity,6325,Food exports (percentage of merchandise exports),2007,Guinea,3.255028,Lower Middle Income Country (World Bank Classification),24.981932953488372093023255813953,West Africa,Sub-Saharan Africa,29.272562657894736842105263157895
Trade and Investment,Commodity,6325,Food exports (percentage of merchandise exports),2008,Guinea,1.692749,Lower Middle Income Country (World Bank Classification),25.642686025641025641025641025641,West Africa,Sub-Saharan Africa,31.12012172972972972972972972973
Trade and Investment,Commodity,6325,Food exports (percentage of merchandise exports),2013,Guinea,1.811437,Lower Middle Income Country (World Bank Classification),25.583802847826086956521739130435,West Africa,Sub-Saharan Africa,33.617555194444444444444444444444
Trade and Investment,Commodity,6325,Food exports (percentage of merchandise exports),2014,Guinea,3.361904,Lower Middle Income Country (World Bank Classification),26.026399348837209302325581395349,West Africa,Sub-Saharan Africa,32.647092111111111111111111111111
Trade and Investment,Commodity,6325,Food exports (percentage of merchandise exports),2015,Guinea,4.503639,Lower Middle Income Country (World Bank Classification),27.106900488888888888888888888889,West Africa,Sub-Saharan Africa,36.945919
Trade and Investment,Commodity,6325,Food exports (percentage of merchandise exports),2016,Guinea,4.325901,Lower Middle Income Country (World Bank Classification),27.9643886666666666666667,West Africa,Sub-Saharan Africa,37.551793102564102564102564102564
Hunger and Food Security,Food Production,6340,Food imports (percentage of merchandise imports),2006,Guinea,25.618269,Lower Middle Income Country (World Bank Classification),16.5464702142857142857143,West Africa,Sub-Saharan Africa,17.8913115294117647058824
Hunger and Food Security,Food Production,6340,Food imports (percentage of merchandise imports),2007,Guinea,16.911834,Lower Middle Income Country (World Bank Classification),16.6555376976744186046512,West Africa,Sub-Saharan Africa,16.8316737105263157894737
Hunger and Food Security,Food Production,6340,Food imports (percentage of merchandise imports),2008,Guinea,13.234026,Lower Middle Income Country (World Bank Classification),17.6797508,West Africa,Sub-Saharan Africa,17.8772132368421052631579
Hunger and Food Security,Food Production,6340,Food imports (percentage of merchandise imports),2013,Guinea,21.654252,Lower Middle Income Country (World Bank Classification),16.6068657608695652173913,West Africa,Sub-Saharan Africa,18.4927844722222222222222
Hunger and Food Security,Food Production,6340,Food imports (percentage of merchandise imports),2014,Guinea,25.352799,Lower Middle Income Country (World Bank Classification),17.2949669767441860465116,West Africa,Sub-Saharan Africa,18.5006011388888888888889
Hunger and Food Security,Food Production,6340,Food imports (percentage of merchandise imports),2015,Guinea,23.447428,Lower Middle Income Country (World Bank Classification),16.9870310666666666666667,West Africa,Sub-Saharan Africa,17.7420691578947368421053
Hunger and Food Security,Food Production,6340,Food imports (percentage of merchandise imports),2016,Guinea,26.575402,Lower Middle Income Country (World Bank Classification),18.2791954444444444444444,West Africa,Sub-Saharan Africa,19.4544619487179487179487
Information and Communications Technology (ICT),Digital Economy,6432,"Computer, communications and other services (percentage of commercial service imports)",2011,Guinea,31.433265,Lower Middle Income Country (World Bank Classification),25.597712039215686274509803921569,West Africa,Sub-Saharan Africa,29.883569261904761904761904761905
Information and Communications Technology (ICT),Digital Economy,6432,"Computer, communications and other services (percentage of commercial service imports)",2012,Guinea,51.452035,Lower Middle Income Country (World Bank Classification),26.897130807692307692307692307692,West Africa,Sub-Saharan Africa,30.561686581395348837209302325581
Information and Communications Technology (ICT),Digital Economy,6432,"Computer, communications and other services (percentage of commercial service imports)",2013,Guinea,46.623058,Lower Middle Income Country (World Bank Classification),30.874517960784313725490196078431,West Africa,Sub-Saharan Africa,34.346282047619047619047619047619
Information and Communications Technology (ICT),Digital Economy,6432,"Computer, communications and other services (percentage of commercial service imports)",2014,Guinea,36.440962,Lower Middle Income Country (World Bank Classification),30.184668307692307692307692307692,West Africa,Sub-Saharan Africa,33.27460025
Information and Communications Technology (ICT),Digital Economy,6432,"Computer, communications and other services (percentage of commercial service imports)",2015,Guinea,25.520744,Lower Middle Income Country (World Bank Classification),29.121936686274509803921568627451,West Africa,Sub-Saharan Africa,31.729135568181818181818181818182
Information and Communications Technology (ICT),Digital Economy,6432,"Computer, communications and other services (percentage of commercial service imports)",2016,Guinea,14.290074,Lower Middle Income Country (World Bank Classification),29.885043,West Africa,Sub-Saharan Africa,32.318377581395348837209302325581
Information and Communications Technology (ICT),Digital Economy,6432,"Computer, communications and other services (percentage of commercial service imports)",2017,Guinea,30.437718,Lower Middle Income Country (World Bank Classification),29.8192226,West Africa,Sub-Saharan Africa,31.758621928571428571428571428571
Information and Communications Technology (ICT),Digital Economy,6432,"Computer, communications and other services (percentage of commercial service imports)",2018,Guinea,38.132925,Lower Middle Income Country (World Bank Classification),29.97164844,West Africa,Sub-Saharan Africa,31.753540809523809523809523809524
Information and Communications Technology (ICT),Digital Economy,6432,"Computer, communications and other services (percentage of commercial service imports)",2019,Guinea,38.916024,Lower Middle Income Country (World Bank Classification),30.16716034,West Africa,Sub-Saharan Africa,32.027996707317073170731707317073
Information and Communications Technology (ICT),Digital Economy,6432,"Computer, communications and other services (percentage of commercial service imports)",2020,Guinea,54.189484,Lower Middle Income Country (World Bank Classification),33.041680591836734693877551020408,West Africa,Sub-Saharan Africa,35.4134282
Information and Communications Technology (ICT),Digital Economy,6432,"Computer, communications and other services (percentage of commercial service imports)",2021,Guinea,10.64971,Lower Middle Income Country (World Bank Classification),30.1142242,West Africa,Sub-Saharan Africa,31.884594916666666666666666666667
Domestic Revenue Mobilization,Revenue Composition,6469,Other taxes payable by businesses (percentage of commercial profits),2009,Guinea,54.3,Lower Middle Income Country (World Bank Classification),17.81020408163265,West Africa,Sub-Saharan Africa,39.79130434782609
Domestic Revenue Mobilization,Revenue Composition,6469,Other taxes payable by businesses (percentage of commercial profits),2010,Guinea,54.3,Lower Middle Income Country (World Bank Classification),17.27142857142857,West Africa,Sub-Saharan Africa,37.45652173913043
Domestic Revenue Mobilization,Revenue Composition,6469,Other taxes payable by businesses (percentage of commercial profits),2011,Guinea,54.3,Lower Middle Income Country (World Bank Classification),18.07755102040816,West Africa,Sub-Saharan Africa,26.27608695652174
Domestic Revenue Mobilization,Revenue Composition,6469,Other taxes payable by businesses (percentage of commercial profits),2012,Guinea,54.4,Lower Middle Income Country (World Bank Classification),17.1,West Africa,Sub-Saharan Africa,25.22978723404255
Domestic Revenue Mobilization,Revenue Composition,6469,Other taxes payable by businesses (percentage of commercial profits),2013,Guinea,32.8,Lower Middle Income Country (World Bank Classification),14.58518518518519,West Africa,Sub-Saharan Africa,17.96458333333333
Domestic Revenue Mobilization,Revenue Composition,6469,Other taxes payable by businesses (percentage of commercial profits),2014,Guinea,32.8,Lower Middle Income Country (World Bank Classification),13.64259259259259,West Africa,Sub-Saharan Africa,14.06875
Domestic Revenue Mobilization,Revenue Composition,6469,Other taxes payable by businesses (percentage of commercial profits),2015,Guinea,32.8,Lower Middle Income Country (World Bank Classification),13.70925925925926,West Africa,Sub-Saharan Africa,13.93125
Domestic Revenue Mobilization,Revenue Composition,6469,Other taxes payable by businesses (percentage of commercial profits),2016,Guinea,32.8,Lower Middle Income Country (World Bank Classification),13.19074074074074,West Africa,Sub-Saharan Africa,13.82916666666667
Domestic Revenue Mobilization,Revenue Composition,6469,Other taxes payable by businesses (percentage of commercial profits),2017,Guinea,32.8,Lower Middle Income Country (World Bank Classification),13.17962962962963,West Africa,Sub-Saharan Africa,13.75833333333333
Domestic Revenue Mobilization,Revenue Composition,6469,Other taxes payable by businesses (percentage of commercial profits),2018,Guinea,32.8,Lower Middle Income Country (World Bank Classification),13.1962963,West Africa,Sub-Saharan Africa,13.95833333333333
Domestic Revenue Mobilization,Revenue Composition,6469,Other taxes payable by businesses (percentage of commercial profits),2019,Guinea,40.7,Lower Middle Income Country (World Bank Classification),13.85185185185185,West Africa,Sub-Saharan Africa,14.19791666666667
Economy,Business Environment,7136,Number of commercial banks,2011,Guinea,12,Lower Middle Income Country (World Bank Classification),24.24074074074074,West Africa,Sub-Saharan Africa,13.82978723404255
Economy,Business Environment,7136,Number of commercial banks,2012,Guinea,12,Lower Middle Income Country (World Bank Classification),24.57407407407407,West Africa,Sub-Saharan Africa,14.17021276595745
Economy,Business Environment,7136,Number of commercial banks,2021,Guinea,16,Lower Middle Income Country (World Bank Classification),24.89130434782609,West Africa,Sub-Saharan Africa,15.45945945945946
Economy,Business Environment,7136,Number of commercial banks,2013,Guinea,14,Lower Middle Income Country (World Bank Classification),24.7962963,West Africa,Sub-Saharan Africa,14.8
Economy,Business Environment,7136,Number of commercial banks,2014,Guinea,14,Lower Middle Income Country (World Bank Classification),25.13207547169811,West Africa,Sub-Saharan Africa,15.09090909090909
Economy,Business Environment,7136,Number of commercial banks,2015,Guinea,15,Lower Middle Income Country (World Bank Classification),24.46153846153846,West Africa,Sub-Saharan Africa,15.11627906976744
Economy,Business Environment,7136,Number of commercial banks,2016,Guinea,16,Lower Middle Income Country (World Bank Classification),24.21153846153846,West Africa,Sub-Saharan Africa,15.45238095238095
Economy,Business Environment,7136,Number of commercial banks,2017,Guinea,16,Lower Middle Income Country (World Bank Classification),24.57692307692308,West Africa,Sub-Saharan Africa,15.47619047619048
Economy,Business Environment,7136,Number of commercial banks,2018,Guinea,16,Lower Middle Income Country (World Bank Classification),24.61538461538462,West Africa,Sub-Saharan Africa,15.80487804878049
Economy,Business Environment,7136,Number of commercial banks,2019,Guinea,16,Lower Middle Income Country (World Bank Classification),24.82,West Africa,Sub-Saharan Africa,15.30769230769231
Economy,Business Environment,7136,Number of commercial banks,2020,Guinea,16,Lower Middle Income Country (World Bank Classification),24.28571428571429,West Africa,Sub-Saharan Africa,15.15384615384615
Hunger and Food Security,Food Security,9796,"Global Food Security Index: Food security environment score (0-100, higher is better)",2012,Guinea,35.8,Lower Middle Income Country (World Bank Classification),48.15151515151515,West Africa,Sub-Saharan Africa,42.41428571428571
Hunger and Food Security,Food Security,9796,"Global Food Security Index: Food security environment score (0-100, higher is better)",2013,Guinea,38.6,Lower Middle Income Country (World Bank Classification),49.9030303,West Africa,Sub-Saharan Africa,43.37857142857143
Hunger and Food Security,Food Security,9796,"Global Food Security Index: Food security environment score (0-100, higher is better)",2016,Guinea,42.7,Lower Middle Income Country (World Bank Classification),53.03939393939394,West Africa,Sub-Saharan Africa,46.25357142857143
Hunger and Food Security,Food Security,9796,"Global Food Security Index: Food security environment score (0-100, higher is better)",2020,Guinea,45.4,Lower Middle Income Country (World Bank Classification),54.38787878787879,West Africa,Sub-Saharan Africa,48.13928571428571
Hunger and Food Security,Food Security,9796,"Global Food Security Index: Food security environment score (0-100, higher is better)",2022,Guinea,45.1,Lower Middle Income Country (World Bank Classification),54.24545454545455,West Africa,Sub-Saharan Africa,47.03214285714286
Hunger and Food Security,Food Security,9796,"Global Food Security Index: Food security environment score (0-100, higher is better)",2021,Guinea,46.4,Lower Middle Income Country (World Bank Classification),54.35454545454545,West Africa,Sub-Saharan Africa,47.51071428571429
Hunger and Food Security,Food Security,9796,"Global Food Security Index: Food security environment score (0-100, higher is better)",2014,Guinea,43.7,Lower Middle Income Country (World Bank Classification),50.93939393939394,West Africa,Sub-Saharan Africa,45.125
Hunger and Food Security,Food Security,9796,"Global Food Security Index: Food security environment score (0-100, higher is better)",2015,Guinea,45.3,Lower Middle Income Country (World Bank Classification),52.45757575757576,West Africa,Sub-Saharan Africa,46.36785714285714
Hunger and Food Security,Food Security,9796,"Global Food Security Index: Food security environment score (0-100, higher is better)",2017,Guinea,43.7,Lower Middle Income Country (World Bank Classification),53.51515151515152,West Africa,Sub-Saharan Africa,46.3
Hunger and Food Security,Food Security,9796,"Global Food Security Index: Food security environment score (0-100, higher is better)",2018,Guinea,44.1,Lower Middle Income Country (World Bank Classification),54.1030303,West Africa,Sub-Saharan Africa,46.42142857142857
Hunger and Food Security,Food Security,9796,"Global Food Security Index: Food security environment score (0-100, higher is better)",2019,Guinea,44.5,Lower Middle Income Country (World Bank Classification),54.18484848484848,West Africa,Sub-Saharan Africa,47.83571428571429
"Democracy, Human Rights, and Governance",Good Governance,9816,"Fragile States Index: Security apparatus, score (0-10, lower is more stable)",2013,Guinea,9.1,Lower Middle Income Country (World Bank Classification),6.917307692307692,West Africa,Sub-Saharan Africa,7.030612244897959
"Democracy, Human Rights, and Governance",Good Governance,9816,"Fragile States Index: Security apparatus, score (0-10, lower is more stable)",2014,Guinea,9.2,Lower Middle Income Country (World Bank Classification),6.821153846153846,West Africa,Sub-Saharan Africa,6.889795918367347
"Democracy, Human Rights, and Governance",Good Governance,9816,"Fragile States Index: Security apparatus, score (0-10, lower is more stable)",2023,Guinea,8.7,Lower Middle Income Country (World Bank Classification),5.888461538461538,West Africa,Sub-Saharan Africa,6.304081632653061
"Democracy, Human Rights, and Governance",Good Governance,9816,"Fragile States Index: Security apparatus, score (0-10, lower is more stable)",2022,Guinea,9,Lower Middle Income Country (World Bank Classification),5.965384615384615,West Africa,Sub-Saharan Africa,6.408163265306122
"Democracy, Human Rights, and Governance",Good Governance,9816,"Fragile States Index: Security apparatus, score (0-10, lower is more stable)",2015,Guinea,8.9,Lower Middle Income Country (World Bank Classification),6.886538461538462,West Africa,Sub-Saharan Africa,6.983673469387755
"Democracy, Human Rights, and Governance",Good Governance,9816,"Fragile States Index: Security apparatus, score (0-10, lower is more stable)",2016,Guinea,9,Lower Middle Income Country (World Bank Classification),6.763461538461538,West Africa,Sub-Saharan Africa,6.918367346938776
"Democracy, Human Rights, and Governance",Good Governance,9816,"Fragile States Index: Security apparatus, score (0-10, lower is more stable)",2017,Guinea,8.8,Lower Middle Income Country (World Bank Classification),6.738461538461538,West Africa,Sub-Saharan Africa,6.926530612244898
"Democracy, Human Rights, and Governance",Good Governance,9816,"Fragile States Index: Security apparatus, score (0-10, lower is more stable)",2018,Guinea,8.9,Lower Middle Income Country (World Bank Classification),6.62156265384615384615385,West Africa,Sub-Saharan Africa,6.91196920408163265306122
"Democracy, Human Rights, and Governance",Good Governance,9816,"Fragile States Index: Security apparatus, score (0-10, lower is more stable)",2019,Guinea,8.6,Lower Middle Income Country (World Bank Classification),6.465384615384615,West Africa,Sub-Saharan Africa,6.820408163265306
"Democracy, Human Rights, and Governance",Good Governance,9816,"Fragile States Index: Security apparatus, score (0-10, lower is more stable)",2020,Guinea,8.3,Lower Middle Income Country (World Bank Classification),6.39551455769230769230769,West Africa,Sub-Saharan Africa,6.74776485714285714285714
"Democracy, Human Rights, and Governance",Good Governance,9816,"Fragile States Index: Security apparatus, score (0-10, lower is more stable)",2021,Guinea,8,Lower Middle Income Country (World Bank Classification),6.153846153846154,West Africa,Sub-Saharan Africa,6.569387755102041
"Democracy, Human Rights, and Governance",Good Governance,9925,"Freedom in the World: Overall Freedom Score (1=free, 2=partly free, 3=not free)",2013,Guinea,2,Lower Middle Income Country (World Bank Classification),2.074074074074074,West Africa,Sub-Saharan Africa,2.183673469387755
"Democracy, Human Rights, and Governance",Good Governance,9925,"Freedom in the World: Overall Freedom Score (1=free, 2=partly free, 3=not free)",2014,Guinea,2,Lower Middle Income Country (World Bank Classification),2.092592592592593,West Africa,Sub-Saharan Africa,2.204081632653061
"Democracy, Human Rights, and Governance",Good Governance,9925,"Freedom in the World: Overall Freedom Score (1=free, 2=partly free, 3=not free)",2023,Guinea,3,Lower Middle Income Country (World Bank Classification),2.166666666666667,West Africa,Sub-Saharan Africa,2.265306122
"Democracy, Human Rights, and Governance",Good Governance,9925,"Freedom in the World: Overall Freedom Score (1=free, 2=partly free, 3=not free)",2022,Guinea,3,Lower Middle Income Country (World Bank Classification),2.185185185185185,West Africa,Sub-Saharan Africa,2.265306122
"Democracy, Human Rights, and Governance",Good Governance,9925,"Freedom in the World: Overall Freedom Score (1=free, 2=partly free, 3=not free)",2015,Guinea,2,Lower Middle Income Country (World Bank Classification),2.074074074074074,West Africa,Sub-Saharan Africa,2.224489795918367
"Democracy, Human Rights, and Governance",Good Governance,9925,"Freedom in the World: Overall Freedom Score (1=free, 2=partly free, 3=not free)",2016,Guinea,2,Lower Middle Income Country (World Bank Classification),2.074074074074074,West Africa,Sub-Saharan Africa,2.224489795918367
"Democracy, Human Rights, and Governance",Good Governance,9925,"Freedom in the World: Overall Freedom Score (1=free, 2=partly free, 3=not free)",2017,Guinea,2,Lower Middle Income Country (World Bank Classification),2.018518518518519,West Africa,Sub-Saharan Africa,2.224489795918367
"Democracy, Human Rights, and Governance",Good Governance,9925,"Freedom in the World: Overall Freedom Score (1=free, 2=partly free, 3=not free)",2018,Guinea,2,Lower Middle Income Country (World Bank Classification),2.018518518518519,West Africa,Sub-Saharan Africa,2.204081632653061
"Democracy, Human Rights, and Governance",Good Governance,9925,"Freedom in the World: Overall Freedom Score (1=free, 2=partly free, 3=not free)",2019,Guinea,2,Lower Middle Income Country (World Bank Classification),2.018518518518519,West Africa,Sub-Saharan Africa,2.204081632653061
"Democracy, Human Rights, and Governance",Good Governance,9925,"Freedom in the World: Overall Freedom Score (1=free, 2=partly free, 3=not free)",2020,Guinea,2,Lower Middle Income Country (World Bank Classification),2.055555555555556,West Africa,Sub-Saharan Africa,2.224489795918367
"Democracy, Human Rights, and Governance",Good Governance,9925,"Freedom in the World: Overall Freedom Score (1=free, 2=partly free, 3=not free)",2021,Guinea,2,Lower Middle Income Country (World Bank Classification),2.12962963,West Africa,Sub-Saharan Africa,2.244897959183673
Gender,Health,23390,"Prevalence of wasting, weight for height, male (percentage of children under 5)",2012,Guinea,10.4,Lower Middle Income Country (World Bank Classification),7.93125,West Africa,Sub-Saharan Africa,9.4
Gender,Health,23390,"Prevalence of wasting, weight for height, male (percentage of children under 5)",2016,Guinea,8.6,Lower Middle Income Country (World Bank Classification),7.35,West Africa,Sub-Saharan Africa,7.916666666666667
Gender,Health,23390,"Prevalence of wasting, weight for height, male (percentage of children under 5)",2018,Guinea,9.3,Lower Middle Income Country (World Bank Classification),5.74,West Africa,Sub-Saharan Africa,7.394117647058824
Gender,Health,23395,"Prevalence of stunting, height for age, female (percentage of children under 5)",2012,Guinea,29.9,Lower Middle Income Country (World Bank Classification),19.9625,West Africa,Sub-Saharan Africa,27.175
Gender,Health,23395,"Prevalence of stunting, height for age, female (percentage of children under 5)",2016,Guinea,30.3,Lower Middle Income Country (World Bank Classification),23.01818181818182,West Africa,Sub-Saharan Africa,30.18571428571429
Gender,Health,23395,"Prevalence of stunting, height for age, female (percentage of children under 5)",2018,Guinea,26.8,Lower Middle Income Country (World Bank Classification),23.875,West Africa,Sub-Saharan Africa,29.825
Health,Disease and Prevention,23402,Prevalence of anemia among children (percentage of children ages 6-59 months),2009,Guinea,76.3,Lower Middle Income Country (World Bank Classification),47.57222222222222,West Africa,Sub-Saharan Africa,61.22448979591837
Health,Disease and Prevention,23402,Prevalence of anemia among children (percentage of children ages 6-59 months),2010,Guinea,76.2,Lower Middle Income Country (World Bank Classification),46.9462963,West Africa,Sub-Saharan Africa,60.59795918367347
Health,Disease and Prevention,23402,Prevalence of anemia among children (percentage of children ages 6-59 months),2011,Guinea,76.1,Lower Middle Income Country (World Bank Classification),46.39259259259259,West Africa,Sub-Saharan Africa,60.09591836734694
Health,Disease and Prevention,23402,Prevalence of anemia among children (percentage of children ages 6-59 months),2012,Guinea,76.1,Lower Middle Income Country (World Bank Classification),45.94074074074074,West Africa,Sub-Saharan Africa,59.72448979591837
Health,Disease and Prevention,23402,Prevalence of anemia among children (percentage of children ages 6-59 months),2013,Guinea,76.1,Lower Middle Income Country (World Bank Classification),45.56111111111111,West Africa,Sub-Saharan Africa,59.43469387755102
Health,Disease and Prevention,23402,Prevalence of anemia among children (percentage of children ages 6-59 months),2014,Guinea,76.1,Lower Middle Income Country (World Bank Classification),45.25555555555556,West Africa,Sub-Saharan Africa,59.21836734693878
Health,Disease and Prevention,23402,Prevalence of anemia among children (percentage of children ages 6-59 months),2015,Guinea,75.9,Lower Middle Income Country (World Bank Classification),44.95925925925926,West Africa,Sub-Saharan Africa,59.00816326530612
Health,Disease and Prevention,23402,Prevalence of anemia among children (percentage of children ages 6-59 months),2016,Guinea,75.6,Lower Middle Income Country (World Bank Classification),44.68333333333333,West Africa,Sub-Saharan Africa,58.77755102040816
Health,Disease and Prevention,23402,Prevalence of anemia among children (percentage of children ages 6-59 months),2017,Guinea,75.1,Lower Middle Income Country (World Bank Classification),44.45,West Africa,Sub-Saharan Africa,58.50612244897959
Health,Disease and Prevention,23402,Prevalence of anemia among children (percentage of children ages 6-59 months),2018,Guinea,74.4,Lower Middle Income Country (World Bank Classification),44.15925925925926,West Africa,Sub-Saharan Africa,58.11224489795918
Health,Disease and Prevention,23402,Prevalence of anemia among children (percentage of children ages 6-59 months),2019,Guinea,73.8,Lower Middle Income Country (World Bank Classification),43.94259259259259,West Africa,Sub-Saharan Africa,57.72244897959184
Health,"Maternal, Newborn and Child Health",46274,Infant mortality rate (IMR) (median bound) (percentage),2011,Guinea,75.58639,Lower Middle Income Country (World Bank Classification),38.577555685185185185185185185185,West Africa,Sub-Saharan Africa,56.057084530612244897959183673469
Health,"Maternal, Newborn and Child Health",46274,Infant mortality rate (IMR) (median bound) (percentage),2012,Guinea,74.465052,Lower Middle Income Country (World Bank Classification),37.3663966666666666666667,West Africa,Sub-Saharan Africa,54.373304857142857142857142857143
Health,"Maternal, Newborn and Child Health",46274,Infant mortality rate (IMR) (median bound) (percentage),2013,Guinea,73.350906,Lower Middle Income Country (World Bank Classification),36.224356814814814814814814814815,West Africa,Sub-Saharan Africa,52.811502612244897959183673469388
Health,"Maternal, Newborn and Child Health",46274,Infant mortality rate (IMR) (median bound) (percentage),2014,Guinea,72.893059,Lower Middle Income Country (World Bank Classification),35.164715314814814814814814814815,West Africa,Sub-Saharan Africa,51.48116997959183673469387755102
Health,"Maternal, Newborn and Child Health",46274,Infant mortality rate (IMR) (median bound) (percentage),2015,Guinea,71.883715,Lower Middle Income Country (World Bank Classification),34.096343555555555555555555555556,West Africa,Sub-Saharan Africa,50.1269414285714285714286
Health,"Maternal, Newborn and Child Health",46274,Infant mortality rate (IMR) (median bound) (percentage),2016,Guinea,70.197858,Lower Middle Income Country (World Bank Classification),33.072352703703703703703703703704,West Africa,Sub-Saharan Africa,48.78331902040816326530612244898
Health,"Maternal, Newborn and Child Health",46274,Infant mortality rate (IMR) (median bound) (percentage),2017,Guinea,69.184335,Lower Middle Income Country (World Bank Classification),32.127769,West Africa,Sub-Saharan Africa,47.577043183673469387755102040816
Health,"Maternal, Newborn and Child Health",46274,Infant mortality rate (IMR) (median bound) (percentage),2018,Guinea,68.002419,Lower Middle Income Country (World Bank Classification),31.132598666666666666666666666667,West Africa,Sub-Saharan Africa,46.353374142857142857142857142857
Health,"Maternal, Newborn and Child Health",46274,Infant mortality rate (IMR) (median bound) (percentage),2019,Guinea,66.759728,Lower Middle Income Country (World Bank Classification),30.264787814814814814814814814815,West Africa,Sub-Saharan Africa,45.266887224489795918367346938776
Health,"Maternal, Newborn and Child Health",46274,Infant mortality rate (IMR) (median bound) (percentage),2020,Guinea,65.373245,Lower Middle Income Country (World Bank Classification),29.370888092592592592592592592593,West Africa,Sub-Saharan Africa,44.165999897959183673469387755102
Health,"Maternal, Newborn and Child Health",46274,Infant mortality rate (IMR) (median bound) (percentage),2021,Guinea,63.776993,Lower Middle Income Country (World Bank Classification),28.484115944444444444444444444444,West Africa,Sub-Saharan Africa,43.078005530612244897959183673469
Environment and Global Climate Change,Climate Change Risk,47750,"Climate Risk Index, Score (lower score indicates higher vulnerability to extreme weather events)",2009,Guinea,84,Lower Middle Income Country (World Bank Classification),52.6285,West Africa,Sub-Saharan Africa,63.3221875
Environment and Global Climate Change,Climate Change Risk,47750,"Climate Risk Index, Score (lower score indicates higher vulnerability to extreme weather events)",2010,Guinea,83.67,Lower Middle Income Country (World Bank Classification),73.6988679245283018867925,West Africa,Sub-Saharan Africa,78.8770212765957446808511
Environment and Global Climate Change,Climate Change Risk,47750,"Climate Risk Index, Score (lower score indicates higher vulnerability to extreme weather events)",2013,Guinea,109.33,Lower Middle Income Country (World Bank Classification),75.7007547169811320754717,West Africa,Sub-Saharan Africa,79.26170212765957
Environment and Global Climate Change,Climate Change Risk,47750,"Climate Risk Index, Score (lower score indicates higher vulnerability to extreme weather events)",2014,Guinea,117.67,Lower Middle Income Country (World Bank Classification),77.892962962962962962963,West Africa,Sub-Saharan Africa,88.7827083333333333333333
Environment and Global Climate Change,Climate Change Risk,47750,"Climate Risk Index, Score (lower score indicates higher vulnerability to extreme weather events)",2019,Guinea,99.17,Lower Middle Income Country (World Bank Classification),71.9877358490566037735849,West Africa,Sub-Saharan Africa,71.1813043478260869565217
Environment and Global Climate Change,Climate Change Risk,47750,"Climate Risk Index, Score (lower score indicates higher vulnerability to extreme weather events)",2018,Guinea,125,Lower Middle Income Country (World Bank Classification),78.6607547169811320754717,West Africa,Sub-Saharan Africa,86.5071739130434782608696
Environment and Global Climate Change,Climate Change Risk,47750,"Climate Risk Index, Score (lower score indicates higher vulnerability to extreme weather events)",2011,Guinea,80.67,Lower Middle Income Country (World Bank Classification),64.8662264150943396226415,West Africa,Sub-Saharan Africa,75.3565957446808510638298
Environment and Global Climate Change,Climate Change Risk,47750,"Climate Risk Index, Score (lower score indicates higher vulnerability to extreme weather events)",2012,Guinea,118.17,Lower Middle Income Country (World Bank Classification),83.167547169811320754717,West Africa,Sub-Saharan Africa,87.277659574468085106383
Environment and Global Climate Change,Climate Change Risk,47750,"Climate Risk Index, Score (lower score indicates higher vulnerability to extreme weather events)",2015,Guinea,86.33,Lower Middle Income Country (World Bank Classification),73.8864150943396226415094,West Africa,Sub-Saharan Africa,86.1986956521739130434783
Environment and Global Climate Change,Climate Change Risk,47750,"Climate Risk Index, Score (lower score indicates higher vulnerability to extreme weather events)",2016,Guinea,97,Lower Middle Income Country (World Bank Classification),74.9494339622641509433962,West Africa,Sub-Saharan Africa,77.5143478260869565217391
